5 	-1.15973264365549e+00 	-1.50514997831987e+00
10 	-2.06893629389600e+00 	-3.01029995663974e+00
15 	-2.87112821559080e+00 	-4.51544993495960e+00
20 	-3.63150378629368e+00 	-6.02059991327945e+00
25 	-4.36940368406134e+00 	-7.52574989159931e+00
30 	-5.09343031775926e+00 	-9.03089986991916e+00
35 	-3.49209905567000e+00 	-1.05360498482390e+01
40 	-4.12955475840340e+00 	-1.20411998265589e+01
45 	-7.21880158789599e+00 	-1.35463498048787e+01
50 	-5.41392556112987e+00 	-1.50514997831986e+01
55 	-6.05961744954170e+00 	-1.65566497615184e+01
60 	-9.30629351069737e+00 	-1.80617997398383e+01
65 	-9.99593428391870e+00 	-1.95669497181581e+01
70 	-8.00635806883935e+00 	-2.10720996964780e+01
75 	-1.13716551592201e+01 	-2.25772496747978e+01
80 	-9.31007158373748e+00 	-2.40823996531175e+01
85 	-9.96325615636239e+00 	-2.55875496314376e+01
90 	-1.06171904497702e+01 	-2.70926996097572e+01
95 	-1.41077497006525e+01 	-2.85978495880773e+01
100 	-1.19269967788862e+01 	-3.01029995663971e+01
105 	-1.25827417942914e+01 	-3.16081495447169e+01
110 	-1.32389781994969e+01 	-3.31132995230367e+01
115 	-1.38956623578073e+01 	-3.46184495013567e+01
120 	-1.45527561988178e+01 	-3.61235994796762e+01
125 	-1.52102263101890e+01 	-3.76287494579963e+01
130 	-1.88673585392080e+01 	-3.91338994363162e+01
135 	-1.65261807413520e+01 	-4.06390494146359e+01
140 	-2.02268546462540e+01 	-4.21441993929553e+01
145 	-1.78433269752640e+01 	-4.36493493712758e+01
150 	-2.15741578933306e+01 	-4.51544993495957e+01
155 	-1.91615060924900e+01 	-4.66596493279148e+01
160 	-2.29228069995474e+01 	-4.81647993062345e+01
165 	-2.35975936136886e+01 	-4.96699492845552e+01
170 	-2.42726685084554e+01 	-5.11750992628747e+01
175 	-2.18004693266797e+01 	-5.26802492411948e+01
180 	-2.56236312141054e+01 	-5.41853992195136e+01
185 	-2.62994956669112e+01 	-5.56905491978339e+01
190 	-2.37815951709463e+01 	-5.71956991761541e+01
195 	-2.76519390798249e+01 	-5.87008491544743e+01
200 	-2.51031113599601e+01 	-6.02059991327935e+01
205 	-2.57640762720116e+01 	-6.17111491111139e+01
210 	-2.96822576273502e+01 	-6.32162990894325e+01
215 	-3.03594402968235e+01 	-6.47214490677534e+01
220 	-3.10368164673174e+01 	-6.62265990460730e+01
225 	-3.17068749775246e+01 	-6.77317490243921e+01
230 	-3.23762548317104e+01 	-6.92368990027120e+01
235 	-2.97323763958718e+01 	-7.07420489810319e+01
240 	-3.37154041083563e+01 	-7.22471989593522e+01
245 	-3.43851642334112e+01 	-7.37523489376728e+01
250 	-3.17179168565529e+01 	-7.52574989159920e+01
255 	-3.57250342369919e+01 	-7.67626488943121e+01
260 	-3.63951363502239e+01 	-7.82677988726330e+01
265 	-3.70653450536195e+01 	-7.97729488509503e+01
270 	-3.43665054268998e+01 	-8.12780988292704e+01
275 	-3.50288458303764e+01 	-8.27832488075903e+01
280 	-3.90765779178065e+01 	-8.42883987859109e+01
285 	-3.63537392273717e+01 	-8.57935487642299e+01
290 	-3.70162872790456e+01 	-8.72986987425511e+01
295 	-3.76788998164070e+01 	-8.88038487208709e+01
300 	-3.83415746729325e+01 	-9.03089986991898e+01
305 	-3.90043097894739e+01 	-9.18141486775089e+01
310 	-3.96671032072909e+01 	-9.33192986558302e+01
315 	-4.37726335931334e+01 	-9.48244486341503e+01
320 	-4.44438265874325e+01 	-9.63295986124698e+01
325 	-4.16558150555720e+01 	-9.78347485907885e+01
330 	-4.23188238845531e+01 	-9.93398985691109e+01
335 	-4.64578525840332e+01 	-1.00845048547430e+02
340 	-4.71293376822258e+01 	-1.02350198525746e+02
345 	-4.43081433688137e+01 	-1.03855348504068e+02
350 	-4.84725126826037e+01 	-1.05360498482390e+02
355 	-4.91441995414371e+01 	-1.06865648460710e+02
360 	-4.98159507140617e+01 	-1.08370798439027e+02
365 	-5.04877648292010e+01 	-1.09875948417348e+02
370 	-5.11596405700583e+01 	-1.11381098395667e+02
375 	-5.18315766714849e+01 	-1.12886248373990e+02
380 	-4.89514277984412e+01 	-1.14391398352305e+02
385 	-4.96149129000727e+01 	-1.15896548330627e+02
390 	-5.38477352079858e+01 	-1.17401698308950e+02
395 	-5.09419919592345e+01 	-1.18906848287264e+02
400 	-5.16055840878678e+01 	-1.20411998265589e+02
405 	-5.22692101201352e+01 	-1.21917148243906e+02
410 	-5.29328692243442e+01 	-1.23422298222228e+02
415 	-5.35965605990548e+01 	-1.24927448200545e+02
420 	-5.78815314901020e+01 	-1.26432598178864e+02
425 	-5.49240370967254e+01 	-1.27937748157183e+02
430 	-5.92265402769452e+01 	-1.29442898135505e+02
435 	-5.98991176627317e+01 	-1.30948048113826e+02
440 	-6.05717426560330e+01 	-1.32453198092142e+02
445 	-6.12444144994738e+01 	-1.33958348070467e+02
450 	-5.82432421917159e+01 	-1.35463498048784e+02
455 	-6.25898958320947e+01 	-1.36968648027104e+02
460 	-6.32627039282211e+01 	-1.38473798005421e+02
465 	-6.39355560864244e+01 	-1.39978947983748e+02
470 	-6.08990926667557e+01 	-1.41484097962064e+02
475 	-6.52813900432605e+01 	-1.42989247940381e+02
480 	-6.59543706191955e+01 	-1.44494397918703e+02
485 	-6.66273928102352e+01 	-1.45999547897024e+02
490 	-6.35553364234599e+01 	-1.47504697875345e+02
495 	-6.42194550412597e+01 	-1.49009847853661e+02
